date,equity
2024-02-12,0.9995
2024-02-13,0.9927900345669977
2024-02-14,1.0111217633709373
2024-02-15,1.0048371329181403
2024-02-16,0.9923870501553684
2024-02-20,0.9670016181409975
2024-02-21,0.9649401831379304
2024-02-22,1.0219627881389206
2024-02-23,1.0018315427597284
2024-02-26,0.9966518091939988
2024-02-27,1.005332934470826
2024-02-28,0.9938645966474504
2024-02-29,1.002245635195247
2024-03-01,1.0486210741004307
2024-03-04,1.0745082791641762
2024-03-05,1.0785143719150734
2024-03-06,1.1101361123646925
2024-03-07,1.1369498093477861
2024-03-08,1.094682040323646
2024-03-11,1.0599610176428231
2024-03-12,1.1095667395722786
2024-03-13,1.0815726402200536
2024-03-14,1.0420545261784522
2024-03-15,1.0344299505137737
2024-03-18,1.0618817479867289
2024-03-19,1.0646742118533312
2024-03-20,1.0756910656199317
2024-03-21,1.076805227272003
2024-03-22,1.0870400116231869
2024-03-25,1.0886266626037147
2024-03-26,1.0762728967320454
2024-03-27,1.0712919118928994
2024-03-28,1.0594713106881644
2024-04-01,1.0732287644181528
2024-04-02,1.0654489168613663
2024-04-03,1.0764189262826878
2024-04-04,1.043120874100192
2024-04-05,1.0575847688217075
2024-04-08,1.0492865658442516
2024-04-09,1.056575449605703
2024-04-10,1.0552920438477977
2024-04-11,1.0669408883202864
2024-04-12,1.049836823869896
